date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
06-2014,710000.0,2,1.5,1640,4080,1.5,0,0,5,1,1540,100,99,99
03-2015,585000.0,3,1.75,1840,7350,1.0,0,0,3,1,1370,470,41,41
05-2014,505000.0,4,2.5,2780,6369,1.0,0,0,3,1,1590,1190,37,37
04-2015,400000.0,4,2.0,2060,3060,2.0,0,0,3,1,2060,0,47,47
02-2015,407000.0,3,1.0,1140,7785,1.0,0,0,3,1,1140,0,61,61
12-2014,651000.0,3,1.5,1890,4400,1.5,0,0,5,1,1890,0,96,96
02-2015,485000.0,3,2.25,2090,7450,1.0,0,0,3,1,1350,740,37,37
01-2015,460000.0,4,2.75,3460,13168,2.0,0,0,4,1,3460,0,83,29
03-2015,369000.0,2,1.0,1320,6135,1.0,0,0,4,1,880,440,73,73
09-2014,155000.0,2,1.0,810,4755,1.0,0,0,3,1,810,0,35,35
12-2014,1000000.0,3,1.0,1880,5450,1.5,0,0,4,1,1880,0,91,91
02-2015,419625.0,4,2.5,2680,11590,2.0,0,0,4,1,2680,0,27,27
02-2015,435000.0,3,2.0,2040,6880,2.0,0,0,4,1,2040,0,61,61
05-2015,379000.0,4,1.75,2180,7876,1.0,0,0,4,1,1290,890,38,38
02-2015,293000.0,4,2.25,1870,5371,2.0,0,0,3,1,1870,0,6,6
08-2014,592100.0,4,2.75,2310,7851,1.0,0,0,4,1,1790,520,26,26
11-2014,362000.0,3,1.75,1120,9730,1.0,0,0,3,1,1120,0,71,26
12-2014,227000.0,3,1.0,1340,10035,1.0,0,0,3,1,1340,0,56,56
08-2014,335500.0,3,1.75,1260,8487,1.0,0,0,3,1,1260,0,45,45
03-2015,338000.0,5,2.5,2400,4496,2.0,0,0,3,1,2400,0,11,11
10-2014,163500.0,3,1.0,940,7200,1.0,0,0,4,1,940,0,61,61
11-2014,199988.0,2,1.0,860,5000,1.0,0,0,3,1,860,0,66,66
04-2015,320000.0,4,2.5,3130,5200,2.0,0,0,3,1,3130,0,10,10
10-2014,249900.0,2,2.0,1470,2541,2.0,0,0,3,1,1470,0,10,10
06-2014,223000.0,2,1.0,910,9869,1.0,0,0,3,1,910,0,58,58
05-2015,350000.0,4,2.25,1780,10416,1.0,0,0,5,1,1060,720,52,52
04-2015,310000.0,5,2.0,2730,7344,1.0,0,0,5,1,1510,1220,53,53
08-2014,185000.0,2,1.0,900,8000,1.0,0,0,4,1,900,0,61,61
12-2014,365000.0,4,2.5,2905,4874,2.0,0,0,3,1,2905,0,12,12
04-2015,333500.0,3,1.5,2230,9120,1.0,0,0,3,1,1390,840,56,56
11-2014,385000.0,3,2.25,1680,8450,1.0,0,0,3,1,1340,340,55,55
05-2014,345000.0,3,1.5,1240,11200,1.0,0,0,4,1,1240,0,61,61
05-2014,440000.0,4,2.5,2560,10400,1.0,0,0,4,1,1280,1280,50,50
09-2014,444500.0,3,2.5,2600,4724,2.0,0,0,3,1,2600,0,13,13
03-2015,680000.0,4,1.0,1660,6075,1.5,0,0,5,1,1660,0,100,100
09-2014,420000.0,3,1.75,1140,8558,1.0,0,0,4,1,1140,0,33,33
12-2014,438500.0,3,2.25,3050,10689,2.0,0,0,4,1,3050,0,27,27
09-2014,109500.0,2,1.0,800,10625,1.0,0,0,3,1,800,0,73,73
04-2015,461000.0,4,2.75,1700,7495,1.0,0,0,4,1,1200,500,51,51
08-2014,968000.0,4,1.75,2630,9645,1.0,0,0,4,1,2630,0,52,52
09-2014,355000.0,3,1.75,1960,7705,1.0,0,0,4,1,980,980,65,65
03-2015,256500.0,5,2.5,1960,7350,1.0,0,0,4,1,1360,600,46,46
12-2014,269000.0,3,2.25,1950,8661,1.0,0,0,4,1,1950,0,49,49
06-2014,885000.0,3,2.25,2060,9552,1.0,0,0,4,1,1610,450,40,40
04-2015,455000.0,3,2.0,1640,9825,1.0,0,0,4,1,1090,550,44,44
06-2014,980000.0,4,2.5,2730,4800,1.5,0,0,5,1,2230,500,106,106
08-2014,412500.0,3,1.75,1530,6300,1.0,0,0,3,1,1530,0,73,11
12-2014,740000.0,4,3.5,3060,4777,2.0,0,0,3,1,3060,0,8,8
03-2015,326000.0,2,1.5,1030,798,3.0,0,0,3,1,1030,0,7,7
06-2014,568500.0,4,2.5,2460,4200,2.0,0,0,3,1,2460,0,17,17
09-2014,620000.0,4,2.5,2500,8282,2.0,0,0,3,1,2500,0,2,2
04-2015,283000.0,3,1.75,1830,7600,2.0,0,0,3,1,1490,340,68,68
10-2014,289950.0,3,2.5,2070,6145,2.0,0,0,3,1,2070,0,12,12
11-2014,252500.0,3,2.5,1780,7192,1.0,0,0,4,1,1250,530,41,41
10-2014,376000.0,4,2.25,2200,6750,1.0,0,0,5,1,1480,720,56,56
05-2014,635700.0,4,2.5,3240,13978,1.0,0,0,3,1,1860,1380,38,38
06-2014,439000.0,3,2.5,3180,7904,1.0,0,0,3,1,1810,1370,9,9
06-2014,455000.0,2,1.5,1310,12196,1.5,0,0,3,1,1310,0,45,45
05-2014,225000.0,2,1.0,910,9612,1.0,0,0,4,1,910,0,34,34
07-2014,250000.0,3,1.0,1460,10914,1.0,0,0,4,1,1460,0,56,56
04-2015,685000.0,3,1.75,2720,4720,1.5,0,0,4,1,1580,1140,90,90
06-2014,420000.0,5,2.75,2280,10319,1.0,0,0,3,1,1300,980,56,56
11-2014,245000.0,2,1.0,670,1675,1.0,0,0,5,1,670,0,55,55
11-2014,275000.0,4,2.0,1480,15000,1.0,0,0,4,1,1480,0,58,58
10-2014,270000.0,3,2.0,2330,8000,1.0,0,0,3,1,1390,940,29,29
10-2014,767250.0,4,3.0,2170,2500,2.0,0,0,3,1,1710,460,18,18
09-2014,229000.0,3,2.0,1760,9900,1.0,0,0,4,1,1760,0,72,72
12-2014,369000.0,4,2.5,2370,6557,2.0,0,0,3,1,2370,0,17,17
02-2015,338500.0,2,1.0,720,6050,1.0,0,0,2,1,720,0,64,64
04-2015,256000.0,3,1.0,950,4000,1.0,0,0,3,1,780,170,66,66
03-2015,470000.0,3,2.5,1980,9725,2.0,0,0,3,1,1980,0,21,21
11-2014,369950.0,4,2.75,2760,7533,1.0,0,0,3,1,1400,1360,18,18
10-2014,799500.0,4,2.5,2760,5750,2.0,0,0,3,1,2760,0,22,22
07-2014,187000.0,2,1.0,840,11600,1.0,0,0,3,1,840,0,63,63
05-2014,598000.0,5,2.25,2890,12478,2.0,0,0,3,1,2890,0,38,38
04-2015,429950.0,3,2.25,2060,10160,1.0,0,0,4,1,1340,720,48,48
03-2015,347950.0,5,2.25,1700,13500,1.5,0,0,4,1,1700,0,53,53
10-2014,205000.0,3,1.0,1210,10185,1.0,0,0,3,1,1210,0,58,58
03-2015,225000.0,3,2.25,1590,9200,1.0,0,0,4,1,1110,480,36,36
10-2014,705000.0,4,2.25,2620,10536,1.0,0,0,3,1,1520,1100,36,36
05-2015,535000.0,5,2.5,3190,6178,2.0,0,0,3,1,3190,0,12,12
01-2015,222500.0,3,2.0,1450,9044,2.0,0,0,3,1,1450,0,25,25
04-2015,313500.0,2,1.5,1270,1282,2.0,0,0,3,1,1000,270,9,9
03-2015,467000.0,3,2.0,1840,3432,2.0,0,0,3,1,1840,0,3,3
04-2015,339000.0,3,2.25,1970,7210,1.0,0,0,4,1,1380,590,37,37
06-2014,712000.0,3,2.75,3200,6699,2.0,0,0,3,1,3200,0,11,11
05-2014,335000.0,3,1.0,1060,10050,1.0,0,0,4,1,1060,0,48,48
07-2014,470000.0,3,3.25,1740,1693,2.0,0,0,3,1,1360,380,8,8
07-2014,367000.0,3,1.0,810,7000,1.0,0,0,3,1,810,0,47,47
05-2014,440500.0,3,2.5,2460,4399,2.0,0,0,3,1,2460,0,8,8
05-2014,305000.0,4,1.0,2100,9288,1.0,0,0,4,1,1050,1050,47,47
06-2014,342000.0,2,2.5,1175,1366,2.0,0,0,3,1,740,435,10,10
11-2014,283000.0,3,2.25,2130,8800,1.0,0,0,3,1,1270,860,37,37
08-2014,245000.0,4,2.5,1700,4268,2.0,0,0,3,1,1700,0,15,15
06-2014,355500.0,3,2.5,2600,5540,2.0,0,0,3,1,2600,0,11,11
04-2015,395000.0,3,1.0,1460,5000,1.0,0,0,4,1,1460,0,81,55
12-2014,324900.0,4,2.25,2010,7280,2.0,0,0,4,1,2010,0,27,27
05-2014,660000.0,3,1.75,1320,5750,1.5,0,0,5,1,1320,0,97,97
11-2014,552321.0,3,2.5,1960,8469,2.0,0,0,4,1,1960,0,31,31
05-2014,1100000.0,2,1.75,2050,11900,1.0,0,0,4,1,2050,0,65,65
08-2014,237000.0,3,1.5,1800,9216,1.0,0,0,4,1,1800,0,65,65
05-2015,402000.0,2,1.0,1210,5600,1.5,0,0,3,1,1210,0,93,93
03-2015,395900.0,3,1.75,1880,8706,1.0,0,0,3,1,940,940,88,88
10-2014,442000.0,2,1.75,860,5535,1.0,0,0,3,1,860,0,67,67
08-2014,190500.0,3,2.0,1390,10155,1.0,0,0,3,1,1130,260,35,35
11-2014,808000.0,4,2.75,3340,7230,2.0,0,0,3,1,3340,0,19,19
08-2014,500000.0,4,2.5,2040,6685,2.0,0,0,3,1,2040,0,17,17
11-2014,300000.0,5,1.75,2110,8500,1.0,0,0,3,1,1100,1010,53,53
04-2015,496000.0,5,1.75,2110,8500,1.0,0,0,3,1,1100,1010,53,53
05-2014,464600.0,3,1.75,1120,5500,1.5,0,0,4,1,1120,0,90,90
07-2014,590000.0,3,1.0,1530,2370,2.0,0,0,3,1,1530,0,114,114
10-2014,399000.0,3,2.5,1800,3300,2.0,0,0,3,1,1690,110,11,11
10-2014,305000.0,2,1.0,1030,6000,1.0,0,0,3,1,1030,0,90,90
11-2014,478000.0,3,1.75,1210,6175,1.0,0,0,3,1,1210,0,39,39
06-2014,430000.0,4,2.25,1790,7203,1.0,0,0,4,1,1110,680,42,42
07-2014,433000.0,4,1.5,1550,5053,1.0,0,0,4,1,1180,370,52,52
08-2014,255000.0,3,1.0,1170,7395,1.0,0,0,4,1,1170,0,46,46
04-2015,305000.0,3,1.0,1120,10125,1.0,0,0,3,1,1120,0,54,54
02-2015,396000.0,4,1.0,1040,4420,1.5,0,0,3,1,1040,0,71,71
05-2014,347500.0,4,2.5,2460,7350,2.0,0,0,3,1,2460,0,26,26
05-2014,429000.0,3,2.5,1920,15124,2.0,0,0,3,1,1920,0,20,20
02-2015,540000.0,3,2.25,1670,3135,2.0,0,0,3,1,1220,450,13,13
01-2015,324950.0,3,2.0,1340,9750,1.0,0,0,4,1,890,450,41,41
04-2015,1049000.0,3,2.25,2610,3357,2.0,0,0,4,1,1980,630,89,89
10-2014,221000.0,4,1.75,1540,7200,1.0,0,0,3,1,1260,280,49,49
06-2014,405000.0,3,2.0,1640,7201,1.0,0,0,3,1,1640,0,67,67
08-2014,588000.0,4,1.75,1930,7245,1.0,0,0,4,1,1510,420,43,43
09-2014,234950.0,3,2.0,1430,10850,1.0,0,0,3,1,1430,0,21,21
10-2014,580000.0,4,1.5,2430,4995,1.5,0,0,4,1,1730,700,87,87
07-2014,637000.0,5,3.0,2460,7240,1.0,0,0,3,1,1840,620,24,24
10-2014,704000.0,4,2.25,2490,6973,1.0,0,0,4,1,1490,1000,62,62
09-2014,210000.0,2,1.0,880,9750,1.0,0,0,5,1,880,0,77,77
05-2014,772000.0,4,2.5,2110,3750,2.0,0,0,3,1,2110,0,15,15
04-2015,763000.0,4,1.75,1850,4388,2.0,0,0,5,1,1850,0,74,74
02-2015,213500.0,2,1.5,2060,7713,1.5,0,0,4,1,2060,0,85,85
12-2014,255000.0,2,1.0,1360,9367,1.0,0,0,4,1,680,680,91,91
10-2014,423500.0,3,2.0,2000,10490,1.0,0,0,3,1,1430,570,37,37
09-2014,550000.0,3,2.75,2230,14400,1.0,0,0,4,1,1460,770,38,38
01-2015,795000.0,3,2.75,1820,7517,1.0,0,0,3,1,1820,0,18,18
08-2014,495000.0,4,3.0,2740,2811,2.0,0,0,3,1,2240,500,12,12
03-2015,455000.0,4,2.5,2710,6558,2.0,0,0,3,1,2710,0,18,18
03-2015,85000.0,2,1.0,910,9753,1.0,0,0,3,1,910,0,68,68
11-2014,239000.0,4,2.0,1980,10585,1.5,0,0,2,1,1980,0,91,91
07-2014,184900.0,3,1.0,1040,10080,1.0,0,0,3,1,1040,0,56,56
04-2015,386000.0,4,2.25,2810,8560,1.0,0,0,3,1,1610,1200,36,36
06-2014,415000.0,4,2.5,2000,5962,2.0,0,0,3,1,2000,0,16,16
05-2015,387000.0,3,1.0,1530,6372,1.0,0,0,3,1,1210,320,53,53
01-2015,685000.0,4,2.25,3133,16197,2.0,0,0,3,1,2533,600,50,5
05-2015,422000.0,2,1.0,750,4000,1.0,0,0,4,1,750,0,89,89
05-2014,280000.0,3,1.0,1200,6250,1.0,0,0,3,1,920,280,72,72
11-2014,279000.0,3,2.5,2010,11618,2.0,0,0,3,1,2010,0,25,25
06-2014,569000.0,4,2.0,1730,3884,1.0,0,0,5,1,1060,670,91,91
04-2015,209950.0,2,1.0,860,5080,1.0,0,0,3,1,860,0,55,55
03-2015,468000.0,3,1.5,1370,7697,1.0,0,0,3,1,1370,0,76,76
04-2015,237100.0,3,1.75,1360,9603,1.0,0,0,3,1,1360,0,52,52
07-2014,336000.0,4,2.5,2530,8169,2.0,0,0,3,1,2530,0,22,22
12-2014,500000.0,4,2.0,1680,3813,2.0,0,0,4,1,1680,0,115,115
04-2015,290000.0,3,2.5,1580,6860,2.0,0,0,3,1,1580,0,20,20
07-2014,365000.0,5,2.0,1600,4168,1.5,0,0,3,1,1600,0,88,88
03-2015,146300.0,3,1.0,1200,9668,1.0,0,0,5,1,1200,0,40,40
06-2014,554000.0,3,1.75,1760,10780,1.0,0,0,3,1,1760,0,38,38
06-2014,424000.0,3,2.0,1670,7700,1.0,0,0,3,1,1170,500,43,43
11-2014,508500.0,4,1.5,1800,6750,1.5,0,0,4,1,1800,0,65,65
05-2015,244500.0,3,1.75,1210,8864,1.0,0,0,3,1,1210,0,30,30
11-2014,206000.0,2,2.5,1280,1566,2.0,0,0,3,1,1280,0,10,10
09-2014,643500.0,3,2.0,1650,7104,2.0,0,0,3,1,1650,0,70,29
05-2014,372500.0,4,1.75,1590,10523,2.0,0,0,4,1,1590,0,93,93
07-2014,418000.0,2,2.5,1500,3608,2.0,0,0,3,1,1500,0,10,10
02-2015,425000.0,4,2.5,2689,6688,2.0,0,0,3,1,2689,0,9,9
12-2014,208000.0,2,1.0,960,13438,1.0,0,0,3,1,960,0,64,64
07-2014,476000.0,3,1.75,1650,9600,1.0,0,0,4,1,1650,0,38,38
02-2015,277500.0,3,2.5,1690,5171,2.0,0,0,3,1,1690,0,12,12
07-2014,890000.0,4,2.75,2310,4020,3.0,0,0,5,1,2310,0,36,36
03-2015,450000.0,3,3.5,1790,1288,3.0,0,0,3,1,1390,400,15,15
06-2014,205000.0,3,1.0,1230,8750,1.0,0,0,3,1,1230,0,50,50
07-2014,665000.0,3,2.0,1620,2640,1.5,0,0,5,1,1620,0,86,86
10-2014,518000.0,4,2.75,2440,12051,1.0,0,0,5,1,1440,1000,49,49
09-2014,465000.0,4,2.25,2100,7350,2.0,0,0,3,1,2100,0,36,36
06-2014,330000.0,3,2.5,3040,7232,2.0,0,0,3,1,3040,0,12,12
12-2014,449400.0,4,3.0,2490,5064,2.0,0,0,3,1,2490,0,8,8
02-2015,829000.0,3,2.75,2690,10443,1.0,0,0,3,1,2690,0,8,8
02-2015,450000.0,4,1.75,2190,9752,1.0,0,0,3,1,2190,0,51,51
10-2014,310000.0,3,1.75,1490,9120,1.0,0,0,5,1,1490,0,56,56
06-2014,605000.0,3,2.0,2060,4040,1.0,0,0,4,1,1120,940,68,68
09-2014,545000.0,3,1.75,1400,4000,1.5,0,0,4,1,1400,0,90,90
07-2014,600000.0,5,2.25,3000,13899,2.0,0,0,4,1,3000,0,40,40
05-2014,560000.0,3,1.0,1440,5000,2.0,0,0,3,1,1440,0,105,105
11-2014,457000.0,3,1.0,1170,3348,1.5,0,0,4,1,1170,0,91,91
05-2014,585000.0,2,1.0,1770,8640,1.5,0,0,3,1,1520,250,66,66
05-2014,560000.0,3,2.0,1860,13374,1.0,0,0,3,1,1860,0,30,30
04-2015,345000.0,2,1.0,770,3008,1.0,0,0,4,1,770,0,98,98
06-2014,327000.0,3,1.5,1320,13200,1.0,0,0,3,1,1320,0,45,45
06-2014,425000.0,2,2.5,1140,1182,3.0,0,0,3,1,1140,0,8,8
08-2014,350000.0,3,1.0,860,7030,1.0,0,0,3,1,860,0,42,42
03-2015,273000.0,3,1.75,1540,10545,2.0,0,0,4,1,1540,0,37,37
03-2015,750000.0,4,2.25,2160,9525,1.0,0,0,3,1,1080,1080,54,54
10-2014,240000.0,3,1.5,1450,9477,1.0,0,0,4,1,1450,0,52,52
03-2015,400000.0,3,1.75,1830,9620,1.0,0,0,4,1,1830,0,37,37
10-2014,230000.0,3,1.5,1630,6625,1.0,0,0,5,1,980,650,35,35
04-2015,372000.0,4,2.5,2500,8215,2.0,0,0,3,1,2500,0,25,25
07-2014,459500.0,3,1.75,1470,4950,1.0,0,0,3,1,1030,440,31,31
11-2014,465000.0,4,2.5,2170,7700,1.0,0,0,3,1,1420,750,46,46
05-2014,386000.0,3,2.0,2120,7560,1.0,0,0,3,1,2120,0,24,24
06-2014,546000.0,3,2.5,1530,3464,2.0,0,0,3,1,1530,0,17,17
10-2014,278000.0,3,1.75,2710,9088,1.0,0,0,4,1,2060,650,50,50
09-2014,540000.0,3,2.5,2860,8935,2.0,0,0,3,1,2860,0,11,11
06-2014,554000.0,4,1.0,1120,7104,1.5,0,0,3,1,1120,0,69,69
08-2014,210000.0,3,1.0,1730,7210,1.0,0,0,3,1,1430,300,52,52
05-2015,225000.0,2,1.0,1010,5408,1.0,0,0,4,1,1010,0,89,89
07-2014,561600.0,4,2.5,2350,6624,2.0,0,0,3,1,2350,0,25,25
06-2014,150000.0,3,1.0,1310,9612,1.0,0,0,3,1,960,350,53,53
09-2014,400950.0,2,1.75,2320,6250,1.0,0,0,3,1,1400,920,67,67
01-2015,620000.0,4,2.25,2210,8101,2.0,0,0,3,1,2210,0,30,30
08-2014,449000.0,4,2.75,2090,14141,1.5,0,0,4,1,1680,410,74,74
04-2015,336000.0,2,1.0,1180,7200,1.0,0,0,4,1,1180,0,66,66
03-2015,352500.0,4,2.0,1970,7451,1.0,0,0,3,1,1350,620,53,53
10-2014,150000.0,2,1.0,840,12750,1.0,0,0,3,1,840,0,90,90
04-2015,175000.0,2,1.0,840,12750,1.0,0,0,3,1,840,0,90,90
07-2014,305000.0,3,2.0,1830,10873,1.0,0,0,3,1,1830,0,26,26
07-2014,607500.0,3,1.5,1800,4700,1.0,0,0,3,1,1200,600,74,74
11-2014,505000.0,2,1.0,1250,5040,1.0,0,0,3,1,950,300,95,95
10-2014,280500.0,3,1.75,2440,10179,1.0,0,0,4,1,1220,1220,53,53
08-2014,381000.0,5,2.75,3060,6895,2.0,0,0,3,1,3060,0,12,12
05-2014,482000.0,5,2.25,2230,9600,1.0,0,0,3,1,1320,910,37,37
10-2014,379950.0,3,1.0,1270,6900,1.0,0,0,3,1,1270,0,38,38
03-2015,605000.0,2,1.0,860,6510,1.0,0,0,3,1,860,0,63,63
04-2015,546200.0,4,2.25,2090,8579,2.0,0,0,3,1,2090,0,28,28
04-2015,315000.0,3,1.75,1860,9629,1.0,0,0,4,1,1240,620,54,54
12-2014,465000.0,3,1.5,900,8690,1.5,0,0,5,1,900,0,74,74
08-2014,265000.0,4,2.25,2300,9100,1.0,0,0,3,1,1280,1020,38,38
05-2015,126500.0,3,1.0,1130,12212,1.0,0,0,3,1,1130,0,73,73
08-2014,760000.0,4,2.5,2920,7901,2.0,0,0,3,1,2920,0,11,11
09-2014,540000.0,2,1.25,1230,1569,2.0,0,0,3,1,1050,180,6,6
05-2014,446000.0,5,2.75,2190,12687,1.0,0,0,5,1,1370,820,37,37
10-2014,379000.0,3,2.5,1500,7420,1.0,0,0,3,1,1000,500,43,43
06-2014,800000.0,4,2.75,3150,7035,2.0,0,0,3,1,3150,0,11,11
03-2015,260000.0,3,1.0,1300,10139,1.0,0,0,3,1,1300,0,53,8
09-2014,392000.0,3,2.25,1790,7125,1.0,0,0,3,1,1220,570,41,41
04-2015,465000.0,3,2.5,1650,4636,2.0,0,0,3,1,1650,0,16,16
08-2014,449950.0,4,2.5,2070,7312,1.0,0,0,4,1,1230,840,38,38
04-2015,520000.0,3,1.5,1580,8841,1.5,0,0,5,1,1180,400,92,92
08-2014,546800.0,4,2.25,2170,10000,1.0,0,0,3,1,1420,750,40,40
03-2015,825000.0,4,2.75,2220,11925,1.0,0,0,3,1,1560,660,62,30
04-2015,337000.0,3,1.75,1440,11364,1.0,0,0,3,1,1440,0,30,30
06-2014,333000.0,2,1.0,720,6686,1.0,0,0,3,1,720,0,73,73
11-2014,380000.0,2,2.0,1120,780,2.0,0,0,3,1,760,360,11,11
04-2015,280000.0,3,2.5,1970,8426,2.0,0,0,3,1,1970,0,23,23
11-2014,202000.0,3,1.5,1420,9081,1.0,0,0,4,1,1420,0,25,25
04-2015,585000.0,4,2.5,2250,4119,2.0,0,0,3,1,2250,0,14,14
09-2014,364000.0,2,2.25,1280,2574,2.0,0,0,3,1,1280,0,23,23
05-2014,300000.0,3,1.0,1260,8280,1.0,0,0,3,1,1260,0,69,69
03-2015,558000.0,2,1.75,1930,4601,1.0,0,0,3,1,1930,0,9,9
08-2014,515000.0,3,2.25,1640,8400,1.0,0,0,4,1,1640,0,53,53
11-2014,590000.0,4,2.5,2380,4950,2.0,0,0,3,1,2380,0,11,11
07-2014,813500.0,4,2.0,2530,15520,1.0,0,0,5,1,2220,310,51,51
04-2015,490000.0,3,2.25,2330,3600,1.5,0,0,3,1,2330,0,44,44
08-2014,277000.0,3,2.25,2160,9612,2.0,0,0,3,1,2160,0,21,21
09-2014,649800.0,4,2.5,2280,9827,2.0,0,0,3,1,2280,0,20,20
07-2014,425000.0,3,1.0,1280,3200,1.5,0,0,3,1,1280,0,112,112
03-2015,460000.0,2,1.0,850,4650,1.0,0,0,3,1,850,0,40,40
07-2014,469000.0,5,2.5,2690,11745,1.0,0,0,3,1,1790,900,55,55
06-2014,566000.0,4,1.75,2440,5000,1.0,0,0,3,1,1340,1100,61,61
05-2014,407500.0,3,2.5,1930,10460,2.0,0,0,3,1,1930,0,19,19
10-2014,353500.0,2,1.0,800,8775,1.0,0,0,3,1,800,0,73,73
08-2014,264950.0,4,2.5,1990,9656,2.0,0,0,3,1,1990,0,21,21
10-2014,547500.0,3,2.5,2550,10355,2.0,0,0,3,1,2550,0,25,25
11-2014,264500.0,3,2.25,1370,7087,2.0,0,0,3,1,1370,0,22,22
05-2014,507500.0,3,2.0,2020,8118,1.0,0,0,3,1,1020,1000,52,52
10-2014,560000.0,3,3.5,1560,2198,2.0,0,0,3,1,1180,380,9,9
06-2014,440000.0,3,1.5,2120,6290,1.0,0,0,4,1,1220,900,66,66
08-2014,315000.0,4,2.5,2080,5650,1.0,0,0,3,1,1680,400,65,65
08-2014,320000.0,4,2.5,2070,7007,2.0,0,0,3,1,2070,0,19,19
09-2014,760000.0,3,2.5,2190,10000,1.0,0,0,4,1,1540,650,58,58
09-2014,265000.0,4,3.0,1730,7264,2.0,0,0,3,1,1730,0,95,95
11-2014,355000.0,2,1.0,1250,4558,1.0,0,0,3,1,1250,0,67,67
08-2014,474950.0,5,2.5,2080,8347,1.0,0,0,4,1,1460,620,40,40
08-2014,470000.0,4,2.0,2180,17180,2.0,0,0,4,1,2180,0,38,38
10-2014,520000.0,2,1.5,1840,3825,1.0,0,0,3,1,1040,800,87,87
11-2014,237600.0,2,1.0,1370,11584,1.0,0,0,4,1,1370,0,65,65
07-2014,162950.0,2,1.0,950,2784,1.0,0,0,4,1,950,0,43,43
11-2014,457000.0,3,1.75,1690,6375,1.0,0,0,3,1,1690,0,112,13
08-2014,635000.0,3,2.5,1780,11000,1.0,0,0,4,1,1210,570,35,35
05-2014,735000.0,4,3.0,2840,4120,1.5,0,0,4,1,2060,780,84,84
10-2014,346500.0,3,3.25,1570,2048,2.0,0,0,3,1,1290,280,9,9
09-2014,655000.0,4,2.5,2370,9517,1.0,0,0,3,1,1630,740,31,31
02-2015,137000.0,3,1.0,1300,10125,1.0,0,0,4,1,1300,0,56,56
07-2014,557500.0,3,2.5,2620,11056,2.0,0,0,3,1,2620,0,27,27
06-2014,830000.0,5,2.25,2780,10192,2.0,0,0,4,1,2780,0,37,37
10-2014,420000.0,3,1.0,1310,3963,1.0,0,0,5,1,1310,0,29,29
04-2015,353000.0,2,1.0,1100,7500,1.0,0,0,3,1,1100,0,64,64
05-2014,445700.0,3,2.5,1270,1180,3.0,0,0,3,1,1270,0,14,14
07-2014,226000.0,4,1.0,1270,6459,1.5,0,0,3,1,1270,0,97,97
12-2014,358000.0,3,1.0,890,9870,1.0,0,0,4,1,890,0,55,55
03-2015,501000.0,3,1.75,1480,8667,1.0,0,0,5,1,740,740,61,61
06-2014,725000.0,5,2.5,3210,12000,1.0,0,0,4,1,1830,1380,47,47
08-2014,350500.0,3,2.25,1870,7200,1.0,0,0,3,1,1390,480,40,40
11-2014,605125.0,2,1.0,1160,5029,1.0,0,0,3,1,910,250,75,75
10-2014,335000.0,2,1.75,1060,1202,2.0,0,0,3,1,760,300,12,12
12-2014,397000.0,3,2.0,1100,9165,1.0,0,0,4,1,1100,0,46,46
11-2014,240000.0,3,2.0,1190,10299,1.0,0,0,3,1,1190,0,21,21
09-2014,240000.0,3,2.0,1030,11118,1.0,0,0,5,1,1030,0,45,45
11-2014,262500.0,2,1.5,1140,14373,1.0,0,0,3,1,1140,0,66,19
09-2014,440000.0,3,1.5,2260,5300,1.0,0,0,3,1,1200,1060,75,75
03-2015,160000.0,3,1.0,1140,3240,1.5,0,0,4,1,1140,0,105,105
05-2014,615000.0,4,1.75,2300,11700,1.0,0,0,4,1,1960,340,38,38
08-2014,736500.0,3,2.0,2230,4800,1.5,0,0,4,1,1290,940,100,100
11-2014,542500.0,3,2.5,1920,1649,2.5,0,0,3,1,1600,320,11,11
03-2015,191000.0,2,1.0,700,5000,1.0,0,0,5,1,700,0,63,63
07-2014,730000.0,4,2.5,2740,11975,2.0,0,0,4,1,2740,0,24,24
07-2014,284000.0,3,1.5,1500,10018,1.0,0,0,4,1,1500,0,58,58
03-2015,645000.0,3,2.5,2490,5978,2.0,0,0,3,1,2490,0,12,12
06-2014,218000.0,3,1.5,1330,7600,1.0,0,0,4,1,1330,0,47,47
12-2014,575000.0,3,2.5,1590,2910,2.0,0,0,3,1,1110,480,31,31
10-2014,225000.0,2,1.0,830,5720,1.0,0,0,4,1,830,0,65,65
04-2015,626000.0,3,2.25,1810,5107,2.0,0,0,3,1,1810,0,26,26
05-2014,405000.0,4,1.75,2180,13529,1.0,0,0,3,1,1090,1090,59,59
10-2014,152500.0,3,1.0,1090,3523,1.0,0,0,4,1,1090,0,46,46
07-2014,325000.0,4,2.5,2160,6825,2.0,0,0,3,1,2160,0,21,21
05-2014,475300.0,3,1.0,2110,10005,1.0,0,0,5,1,1110,1000,91,91
04-2015,485000.0,3,1.75,2180,7318,1.0,0,0,4,1,1210,970,48,48
04-2015,720000.0,3,2.5,2100,2200,2.0,0,0,4,1,1500,600,96,96
05-2014,465000.0,3,1.75,1410,6886,1.0,0,0,3,1,1410,0,91,2
06-2014,489000.0,3,1.5,1020,9072,1.0,0,0,3,1,920,100,85,85
01-2015,288000.0,3,2.25,2090,7500,1.0,0,0,4,1,1280,810,38,38
08-2014,225000.0,3,1.75,1350,9793,1.0,0,0,4,1,1350,0,47,47
